text,label
"Do you know where I can get slides and postcards?",LEADER
"Where can I purchase slides and postcards?",LEADER
"Could you tell me if slides and postcards are sold somewhere?",LEADER
"Is there anywhere around here to buy slides and postcards?",LEADER
"I’m heading to the bookstore.",FOLLOWER
"I’ll go to the bookstore now.",FOLLOWER
"I’m going over to the bookstore.",FOLLOWER
"I’m on my way to the bookstore.",FOLLOWER
"I plan to go to the bookstore.",FOLLOWER
"I’m going to visit the bookstore.",FOLLOWER
"Do you have any place in mind?",LEADER
"Have you thought of a place to go?",LEADER
"Is there somewhere you’d like to go?",LEADER
"Do you already have a destination in mind?",LEADER
"Have you picked out a place yet?",LEADER
"Is there any spot you’re thinking of?",LEADER
"I’m heading to the University of Tampa.",FOLLOWER
"I’m going to study at the University of Tampa.",FOLLOWER
"I’ll be going to the University of Tampa.",FOLLOWER
"I’m on my way to the University of Tampa.",FOLLOWER
"I plan to go to the University of Tampa.",FOLLOWER
"I’m attending the University of Tampa.",FOLLOWER
"I’ll have you come over sometime.",FOLLOWER
"I’ll invite you to my place soon.",FOLLOWER
"I’ll ask you to come visit me.",FOLLOWER
"I’ll bring you over one of these days.",FOLLOWER
"I’ll have you over at my place.",FOLLOWER
"I’ll invite you to come by.",FOLLOWER
"Shall we grab a coffee at that café?",FOLLOWER
"How about getting some coffee there?",FOLLOWER
"Want to have a coffee at that café?",FOLLOWER
"Let’s go have a coffee at that café.",FOLLOWER
"Would you like to stop for a coffee there?",FOLLOWER
"Let’s grab a coffee at that café.",FOLLOWER
"Let me take a look.",FOLLOWER
"I’ll check it out myself.",FOLLOWER
"I just want to have a quick look.",FOLLOWER
"Let me see that for a moment.",FOLLOWER
"I’ll take a quick look at it.",FOLLOWER
"Let me examine it.",FOLLOWER
"I can show you the right way.",FOLLOWER
"I’ll point you in the correct direction.",FOLLOWER
"I can guide you toward where you need to go.",FOLLOWER
"I’ll direct you to the right path.",FOLLOWER
"I can lead you the right way.",FOLLOWER
"I’ll help you find the correct direction.",FOLLOWER
"Are you able to locate the office?",LEADER
"Can you figure out where the office is?",LEADER
"Could you find the office building?",LEADER
"Do you know how to find the office?",LEADER
"Can you manage to find the office?",LEADER
"Do you know where the office might be?",LEADER
"Where’s the closest McDonald’s?",LEADER
"Can you tell me where the nearest McDonald’s is?",LEADER
"Where can I find the closest McDonald’s?",LEADER
"Do you know where the nearest McDonald’s is located?",LEADER
"Could you show me the way to the nearest McDonald’s?",LEADER
"Where exactly is the nearest McDonald’s?",LEADER
"I thought you already knew where to get off.",LEADER
"I assumed you knew our stop.",LEADER
"I thought you remembered where we get off.",LEADER
"I believed you knew the stop we need.",LEADER
"I assumed you were aware of where to get off.",LEADER
"I thought you knew the station we leave at.",LEADER
"I’m heading to the gym.",FOLLOWER
"I’m going to work out at the gym.",FOLLOWER
"I’ll go to the gym now.",FOLLOWER
"I’m off to the gym.",FOLLOWER
"I plan to go to the gym.",FOLLOWER
"I’m on my way to the gym.",FOLLOWER
"Is it simple to reach the city center?",LEADER
"Is getting into the city center easy?",LEADER
"Do you know if it’s easy to reach downtown?",LEADER
"Is it easy to go into the city center?",LEADER
"Would it be easy to access the city center?",LEADER
"Is traveling to the city center simple?",LEADER
"Excuse me could you tell me where Beijing Railway Station is?",LEADER
"Excuse me how do I get to Beijing Railway Station?",LEADER
"Can you show me the way to Beijing Railway Station?",LEADER
"Excuse me where can I find the Beijing Railway Station?",LEADER
"Could you direct me to Beijing Railway Station please?",LEADER
"Do you know where the Beijing Railway Station is located?",LEADER
"Can you tell me how to reach the Olympic Stadium?",LEADER
"Could you show me the way to the Olympic Stadium?",LEADER
"How can I get to the Olympic Stadium?",LEADER
"Please tell me the way to the Olympic Stadium.",LEADER
"Excuse me how do I reach the Olympic Stadium?",LEADER
"Would you tell me how to get to the Olympic Stadium?",LEADER
"I’m not sure where the best place to shop is.",LEADER
"I don’t know the best area for shopping.",LEADER
"I’m unsure about the best spot to go shopping.",LEADER
"I have no idea where to shop for the best options.",LEADER
"I don’t know which place is best for shopping.",LEADER
"I’m not certain about the best shopping place.",LEADER
"He needs to visit an office supply store.",FOLLOWER
"He should head to a store that sells office supplies.",FOLLOWER
"He ought to go to an office supplies shop.",FOLLOWER
"He has to go to an office store for that.",FOLLOWER
"He should buy it at an office supplies store.",FOLLOWER
"He’ll find that at an office supply shop.",FOLLOWER
"We’ll take care of that on our way home.",FOLLOWER
"We’ll handle that before heading home.",FOLLOWER
"We can do that while we’re going home.",FOLLOWER
"We’ll do that as we make our way back home.",FOLLOWER
"We’ll get that done on the way back.",FOLLOWER
"We can stop for that while heading home.",FOLLOWER
"Where can I get some cigarettes?",LEADER
"Can you tell me where to buy cigarettes?",LEADER
"Do you know a place where I can buy cigarettes?",LEADER
"Where’s a good spot to buy cigarettes?",LEADER
"Could you tell me where cigarettes are sold?",LEADER
"Where might I find some cigarettes to buy?",LEADER
"Can you tell me where the men’s restroom is?",LEADER
"Where’s the men’s bathroom located?",LEADER
"Excuse me where’s the men’s toilet?",LEADER
"Could you point me to the men’s room?",LEADER
"Where do I find the men’s restroom?",LEADER
"Do you know where the men’s room is?",LEADER
"Is there a place where I can work out?",LEADER
"Do you have somewhere I could exercise?",LEADER
"Where can I go to get some exercise?",LEADER
"Do you know of a spot for exercising?",LEADER
"Is there any area here to exercise?",LEADER
"Could you tell me where I can work out?",LEADER
"Let’s walk downtown and look at the shop windows.",FOLLOWER
"Let’s take a stroll into town and browse the stores.",FOLLOWER
"Let’s go into town and do some window shopping.",FOLLOWER
"Let’s head downtown and check out the stores.",FOLLOWER
"Let’s take a walk into town to look around the shops.",FOLLOWER
"Let’s go for a walk downtown and look at the displays.",FOLLOWER
"You’ll need to go to the computer lab to print that.",FOLLOWER
"You have to use the computer lab for printing.",FOLLOWER
"You should go to the computer lab if you need to print.",FOLLOWER
"You’ll need the computer lab to handle your printing.",FOLLOWER
"You’ll have to use the computer lab for your prints.",FOLLOWER
"You must go to the computer lab for printing.",FOLLOWER
"Alright it’s time for us to walk now.",FOLLOWER
"Okay now we have to start walking.",FOLLOWER
"Good we need to get moving on foot.",FOLLOWER
"Great let’s begin walking now.",FOLLOWER
"Perfect we have to walk from here.",FOLLOWER
"Alright now we’ve got to walk.",FOLLOWER
"Where can we get one?",LEADER
"Do you know where we could buy one?",LEADER
"Where might we find one to purchase?",LEADER
"Can you tell me where we can buy one?",LEADER
"Where are they sold?",LEADER
"Do you know a place where we could get one?",LEADER
"We need to head to State Street.",FOLLOWER
"We have to go down to State Street.",FOLLOWER
"Our next stop is State Street.",FOLLOWER
"We should make our way to State Street.",FOLLOWER
"We’re supposed to go to State Street.",FOLLOWER
"We’re heading to State Street next.",FOLLOWER
"Let's head to the information desk first.",FOLLOWER
"We should stop by the inquiry counter first.",FOLLOWER
"Let's visit the help desk before we continue.",FOLLOWER
"How about we go to the information booth first?",FOLLOWER
"I think we should check with the inquiry desk first.",FOLLOWER
"Let's start by going to the information counter.",FOLLOWER
"The fitting room is that way.",FOLLOWER
"You’ll find the changing room over there.",FOLLOWER
"The trial room is located right over there.",FOLLOWER
"The dressing area is in that direction.",FOLLOWER
"That’s where the fitting rooms are.",FOLLOWER
"You can find the changing area just over there.",FOLLOWER
"I’ll go buy some more painkillers in a bit.",FOLLOWER
"I plan to get more painkillers soon.",FOLLOWER
"In a few minutes I’ll go pick up more painkillers.",FOLLOWER
"I’ll head out shortly to buy additional painkillers.",FOLLOWER
"I was just about to buy more painkillers soon.",FOLLOWER
"I’ll grab some more painkillers later on.",FOLLOWER
"Could you tell me how to get to Wort Street please?",LEADER
"Excuse me where can I find Wort Street?",LEADER
"Do you know where Wort Street is?",LEADER
"Can you show me the way to Wort Street?",LEADER
"How can I reach Wort Street please?",LEADER
"Would you tell me where Wort Street is located?",LEADER
"Can you tell me how to get to the canteen?",LEADER
"Excuse me where can I find the cafeteria?",LEADER
"Would you please show me where the canteen is?",LEADER
"Could you point me to the dining hall?",LEADER
"Where exactly is the canteen located?",LEADER
"Can you direct me to the canteen please?",LEADER
"I can actually guide you there.",FOLLOWER
"I’ll take you there myself.",FOLLOWER
"I can show you the way no problem.",FOLLOWER
"I can lead you there if you want.",FOLLOWER
"I know the way I can take you there.",FOLLOWER
"I can bring you there it’s no trouble.",FOLLOWER
"I was already on my way there.",FOLLOWER
"I’m heading there anyway.",FOLLOWER
"That’s where I was going too.",FOLLOWER
"I was just planning to go there myself.",FOLLOWER
"I was actually going there already.",FOLLOWER
"That was my next stop too.",FOLLOWER
"Is there a bookshop nearby?",LEADER
"Do you know if there’s a bookstore close to here?",LEADER
"Where can I find a bookstore around here?",LEADER
"Is there any place nearby that sells books?",LEADER
"Can you tell me if there’s a bookstore near this area?",LEADER
"Is there a shop that sells books close by?",LEADER
"We’d like to have our business lunch at that restaurant.",FOLLOWER
"We’re planning to hold a business lunch there.",FOLLOWER
"We intend to organize a business lunch at the restaurant.",FOLLOWER
"We’re thinking of having our business lunch at that place.",FOLLOWER
"Our plan is to host a business lunch at the restaurant.",FOLLOWER
"We’d like to schedule a business lunch there.",FOLLOWER
"Maybe you could send me the directions to be sure.",LEADER
"Could you share the directions with me just in case?",LEADER
"Perhaps you could forward me the directions to confirm.",LEADER
"You might want to send me the directions so I’m certain.",LEADER
"Can you send me the directions just to double-check?",LEADER
"Please send me the directions just to be safe.",LEADER
"Where can I board the plane for New York?",LEADER
"Which gate is for the flight to New York?",LEADER
"Can you tell me where to catch the New York flight?",LEADER
"Where do I go to board the plane to New York?",LEADER
"Could you tell me where the New York boarding area is?",LEADER
"At which terminal do I catch the plane to New York?",LEADER
"let's hurry up and find a Sichuan Hotpot place for dinner!",FOLLOWER
"come on let’s stop wasting time and look for a Sichuan Hotpot restaurant!",FOLLOWER
"let’s quit dawdling and find a good Sichuan Hotpot spot to eat!",FOLLOWER
"we should move and find a Sichuan Hotpot restaurant now!",FOLLOWER
"let’s stop stalling and go look for a Sichuan Hotpot place for dinner!",FOLLOWER
"come on let’s get going and find a Sichuan Hotpot restaurant!",FOLLOWER
"Which street should I go to catch it?",LEADER
"Can you tell me what street I need to take to catch it?",LEADER
"On which street can I catch it?",LEADER
"Where do I need to go to catch it?",LEADER
"Which road should I take to find it?",LEADER
"Could you tell me the street where I can get it?",LEADER
"I’m trying to find the train station.",LEADER
"Could you tell me where the train station is?",LEADER
"I need directions to the train station.",LEADER
"Where can I find the train station?",LEADER
"I’m looking for where the train station is located.",LEADER
"Can you show me the way to the train station?",LEADER
"Is it possible for me to meet my colleagues?",LEADER
"Can I go and see my colleagues?",LEADER
"Would it be alright if I met with my colleagues?",LEADER
"Could I meet up with my colleagues?",LEADER
"Am I allowed to meet my colleagues?",LEADER
"Would you let me meet my colleagues?",LEADER
"How far away is the office from the airport?",LEADER
"Can you tell me the distance between the office and the airport?",LEADER
"Is the office far from the airport?",LEADER
"Do you know how far the office is from the airport?",LEADER
"What’s the distance from the airport to the office?",LEADER
"About how long does it take to get from the airport to the office?",LEADER
"I’m heading to the airport.",FOLLOWER
"I’m on my way to the airport.",FOLLOWER
"I plan to go to the airport.",FOLLOWER
"I’ll be going to the airport now.",FOLLOWER
"I’m making my way to the airport.",FOLLOWER
"I’m going to head over to the airport.",FOLLOWER
"Could you tell me where I can buy some shoes?",LEADER
"Do you know where I can get a pair of shoes?",LEADER
"Where can I find a shop that sells shoes?",LEADER
"Can you show me a place to buy shoes?",LEADER
"Where could I purchase a pair of shoes?",LEADER
"Can you point me to a store where I can buy shoes?",LEADER
"Would you like to continue from here?",LEADER
"Do you want to take it from this point?",LEADER
"Would you prefer to handle it from here?",LEADER
"Do you want to go ahead and take over now?",LEADER
"Would you like to lead from here?",LEADER
"Should I let you take it from here?",LEADER
"Where can I find the men’s shoe section?",LEADER
"Could you tell me where the men’s shoes are?",LEADER
"Where is the department for men’s shoes?",LEADER
"Can you show me where the men’s footwear section is?",LEADER
"Where exactly is the men’s shoe area located?",LEADER
"Do you know where the men’s shoe department is?",LEADER
"Let’s just browse and see what they’ve got.",FOLLOWER
"Let’s take a look and check out what’s available.",FOLLOWER
"Let’s see what they’re offering.",FOLLOWER
"Let’s just have a look and see what’s there.",FOLLOWER
"Let’s take some time to see what they have on display.",FOLLOWER
"Let’s look around and see what they have in store.",FOLLOWER
"The changing rooms are right over there.",FOLLOWER
"You’ll find the fitting area just over there.",FOLLOWER
"The trial rooms are located over there.",FOLLOWER
"The dressing rooms are in that direction.",FOLLOWER
"You can see the fitting rooms right over there.",FOLLOWER
"The trying rooms are over there just ahead.",FOLLOWER
"Let's head to the nearby restaurant.",FOLLOWER
"How about we go to that restaurant close by?",FOLLOWER
"Let’s walk to the restaurant around the corner.",FOLLOWER
"Let’s grab something to eat at the nearby restaurant.",FOLLOWER
"Let’s go eat at the restaurant that’s close to here.",FOLLOWER
"Let’s check out the restaurant just down the street.",FOLLOWER
"I’ll handle it myself then.",FOLLOWER
"I’ll just go on my own.",FOLLOWER
"Alright I’ll do it by myself.",FOLLOWER
"I’ll take care of it alone then.",FOLLOWER
"I’ll go alone that’s fine.",FOLLOWER
"Okay I’ll manage it myself.",FOLLOWER
"I’m trying to find the cameras.",LEADER
"Could you tell me where the cameras are?",LEADER
"I need to locate the camera section.",LEADER
"Where can I find the cameras?",LEADER
"I’m searching for where the cameras are kept.",LEADER
"Do you know where I can find the cameras?",LEADER
"Can you tell me where the Royal Hotel is?",LEADER
"Do you happen to know the way to the Royal Hotel?",LEADER
"Where exactly is the Royal Hotel located?",LEADER
"Could you show me how to get to the Royal Hotel?",LEADER
"Is the Royal Hotel near here?",LEADER
"Do you know where I can find the Royal Hotel?",LEADER
"Where is the restroom around here?",LEADER
"Can you tell me where the bathroom is in this place?",LEADER
"Where can I find a restroom here?",LEADER
"Excuse me where’s the toilet located?",LEADER
"Do you know where the washroom is?",LEADER
"Could you point me to the restroom in this area?",LEADER
"I need help picking out a gift for my daughter.",LEADER
"Can you assist me in finding a present for my daughter?",LEADER
"I’m looking for a gift for my daughter — can you help?",LEADER
"I need some help choosing something for my daughter.",LEADER
"I’d like help finding something nice for my daughter.",LEADER
"Could you help me look for a gift for my daughter?",LEADER
"I need somewhere to store my luggage.",LEADER
"Is there a place I can leave my luggage?",LEADER
"I’m looking for a spot to put my luggage down.",LEADER
"Where can I keep my luggage?",LEADER
"Can you tell me where I can store my bags?",LEADER
"I need a location to place my luggage safely.",LEADER
"I’m trying to find Bob.",LEADER
"Do you know where Bob is?",LEADER
"I’m looking for where Bob went.",LEADER
"Have you seen Bob around?",LEADER
"I need to locate Bob.",LEADER
"Can you tell me where Bob might be?",LEADER
"Let’s head over there to meet mom.",FOLLOWER
"Let’s walk over to where mom is.",FOLLOWER
"Let’s go join mom over there.",FOLLOWER
"Come on let’s go to mom.",FOLLOWER
"Let’s move over there and meet mom.",FOLLOWER
"Let’s go find mom over there.",FOLLOWER
"I need to get to work.",FOLLOWER
"I have to head to work now.",FOLLOWER
"I’m going to work.",FOLLOWER
"I should go to work now.",FOLLOWER
"I’m off to work.",FOLLOWER
"I’ve got to leave for work.",FOLLOWER
"Come with me I’ll take you there.",FOLLOWER
"I’ll guide you to the place.",FOLLOWER
"Follow me I’ll show you the way.",FOLLOWER
"I’ll take you to where it is.",FOLLOWER
"I can lead you there myself.",FOLLOWER
"Come on I’ll show you the spot.",FOLLOWER
"Do you know where I can find a guide?",LEADER
"Can you tell me where to get a guide?",LEADER
"Where am I able to find someone to guide me?",LEADER
"I need to find a guide — where can I look?",LEADER
"Could you point me to a guide?",LEADER
"Is there a guide available somewhere nearby?",LEADER
"I’m trying to find a pan for my kitchen.",LEADER
"Where can I buy a pan to use in my kitchen?",LEADER
"I need a cooking pan — can you help me find one?",LEADER
"I’m looking for a kitchen pan to use at home.",LEADER
"Could you tell me where I can get a kitchen pan?",LEADER
"I’d like to find a pan suitable for cooking in my kitchen.",LEADER
"I’ll head home with Danny.",FOLLOWER
"I’m going back with Danny.",FOLLOWER
"I’ll return home together with Danny.",FOLLOWER
"I’ll go home alongside Danny.",FOLLOWER
"I’ll leave for home with Danny.",FOLLOWER
"I’m planning to go back home with Danny.",FOLLOWER
"Let’s head to the square and take a look.",FOLLOWER
"Let’s go check out the square.",FOLLOWER
"Let’s visit the square and see what’s there.",FOLLOWER
"Let’s take a walk to the square and look around.",FOLLOWER
"Let’s go over to the square to explore.",FOLLOWER
"Let’s walk to the square for a quick look.",FOLLOWER
"Let’s take a walk around the lake first okay?",FOLLOWER
"How about we stroll around the lake first?",FOLLOWER
"Let’s go around the lake for a bit before anything else.",FOLLOWER
"Why don’t we walk by the lake first?",FOLLOWER
"Let’s circle the lake before we continue alright?",FOLLOWER
"Let’s go have a walk around the lake first.",FOLLOWER
"Please show me the quickest route to get there.",LEADER
"Can you show me the most direct way to go?",LEADER
"Show me how to reach there as fast as possible.",LEADER
"I’d like to know the fastest way to that place.",LEADER
"Could you guide me along the quickest path there?",LEADER
"Tell me the quickest route to reach that location.",LEADER
"Where can I find the main restaurant area?",LEADER
"Could you tell me where the main dining area is?",LEADER
"Where’s the central place for restaurants?",LEADER
"Is there a main zone where the restaurants are located?",LEADER
"Where are most of the restaurants around here?",LEADER
"Can you point me to the main area with restaurants?",LEADER
"Could you show me where I can exchange money?",LEADER
"Can you guide me to a place to change my money?",LEADER
"Where can I go to exchange my currency?",LEADER
"Please direct me to where I can change money.",LEADER
"I need help finding a money exchange — can you guide me?",LEADER
"Could you take me to a location where I can exchange cash?",LEADER
"I’d prefer to go outside.",FOLLOWER
"I’d like to go out instead.",FOLLOWER
"I think I’d rather head out.",FOLLOWER
"I’d choose to go out for a bit.",FOLLOWER
"I feel like going out.",FOLLOWER
"I’d like to be outside instead of staying in.",FOLLOWER
"Where should I place my coat and briefcase when I enter the office?",LEADER
"Where can I put my overcoat and briefcase upon entering?",LEADER
"Could you tell me where to store my coat and briefcase when I come in?",LEADER
"Where do I leave my overcoat and briefcase after I walk in?",LEADER
"Is there a place to put my coat and briefcase when I arrive?",LEADER
"Where am I supposed to keep my overcoat and briefcase inside the office?",LEADER
"Could you point out my seat please?",LEADER
"Would you mind showing me where my seat is?",LEADER
"Can you guide me to my seat?",LEADER
"Please show me where I’m supposed to sit.",LEADER
"Could you help me find my seat?",LEADER
"I’d like to know where my seat is. can you show me?",LEADER
"Are you prepared to head to the bank?",FOLLOWER
"Ready to go to the bank now?",FOLLOWER
"Should we leave for the bank?",FOLLOWER
"Are you all set to visit the bank?",FOLLOWER
"Can we go to the bank now?",FOLLOWER
"Do you have everything ready for the bank trip?",FOLLOWER
"I’ll show you around the house.",FOLLOWER
"Let me give you a tour of the house.",FOLLOWER
"I want to take you through the house.",FOLLOWER
"I’ll guide you around the house.",FOLLOWER
"I’ll take you to see the different rooms in the house.",FOLLOWER
"I’d like to show you the inside of the house.",FOLLOWER
"Shall we head to the station to get the tickets?",FOLLOWER
"Let’s go to the station and buy the tickets.",FOLLOWER
"How about we go purchase the tickets at the station?",FOLLOWER
"Should we make our way to the station for the tickets?",FOLLOWER
"Let’s go grab the tickets at the station.",FOLLOWER
"Would you like to go to the station to buy the tickets now?",FOLLOWER
"Could you tell me where the ice cream section is?",LEADER
"Can you show me where to find the ice cream?",LEADER
"Where can I find the ice cream?",LEADER
"Would you please direct me to the ice cream?",LEADER
"I’m trying to locate the ice cream section—could you show me?",LEADER
"Could you guide me to where the ice cream is?",LEADER
"Can you tell me how to reach the nearest branch of the national bank?",LEADER
"Where can I find the closest national bank branch?",LEADER
"How do I get to the nearest national bank branch?",LEADER
"Could you guide me to the nearest branch of the national bank?",LEADER
"I need directions to the closest national bank branch.",LEADER
"Would you tell me how to reach the national bank nearby?",LEADER
"Let’s head over to the food stall.",FOLLOWER
"Shall we go grab something from the food stall?",FOLLOWER
"Let’s make our way to the food stall.",FOLLOWER
"How about we go to the food stall?",FOLLOWER
"Let’s walk to the food stall together.",FOLLOWER
"Time to go to the food stall.",FOLLOWER
"We need to follow the guide.",LEADER
"Let’s stay close to the guide.",LEADER
"We should follow the guide’s lead.",LEADER
"Make sure to follow the guide.",LEADER
"We have to go after the guide.",LEADER
"Let’s keep up with the guide.",LEADER
"Can you tell me where the Human Resources Office is?",LEADER
"Where can I find the HR office?",LEADER
"I’m looking for the Human Resources Office—can you help?",LEADER
"Could you direct me to the Human Resources Office?",LEADER
"Do you know where the HR department is located?",LEADER
"Where exactly is the Human Resources Office?",LEADER
"I’ll try to find a seat in the smoking area.",FOLLOWER
"I’m going to look for a seat in the smoking section.",FOLLOWER
"I’ll search for a spot in the smoking section.",FOLLOWER
"I’ll find somewhere to sit in the smoking area.",FOLLOWER
"I’m planning to take a seat in the smoking section.",FOLLOWER
"I’ll check for an open seat in the smoking area.",FOLLOWER
"I’m trying to find the produce section please.",LEADER
"Can you tell me where the produce section is?",LEADER
"I’m looking for where the produce is located.",LEADER
"Could you direct me to the produce section?",LEADER
"I’d like to know where the produce section can be found.",LEADER
"Would you show me where the produce section is please?",LEADER
"Where could I find the best place for local food?",LEADER
"Can you tell me where to try the best local dishes?",LEADER
"Where’s the best spot to enjoy local cuisine?",LEADER
"I’d like to know where I can taste the best local food.",LEADER
"Do you know a good place for authentic local meals?",LEADER
"Can you guide me to where the best local food is served?",LEADER
"Do you have any recommendations for me?",LEADER
"Is there something you think I should try?",LEADER
"What would you suggest I do or try?",LEADER
"Can you suggest something I might like?",LEADER
"Is there any place or thing you’d recommend for me?",LEADER
"Could you give me a recommendation?",LEADER
"Let’s grab a cart before we start shopping.",FOLLOWER
"We should get a shopping cart first.",FOLLOWER
"Let’s pick up a cart to carry the groceries.",FOLLOWER
"Let’s take a shopping cart with us.",FOLLOWER
"Grab a cart so we can start shopping.",FOLLOWER
"We’ll need a shopping cart—let’s get one.",FOLLOWER
"Let’s start with the fruit section.",FOLLOWER
"We’ll check out the fruits first.",FOLLOWER
"Let’s go look at the fruit section before anything else.",FOLLOWER
"Let’s head to the fruit section first.",FOLLOWER
"First let’s see what’s in the fruit section.",FOLLOWER
"We should go through the fruit area first.",FOLLOWER
"Let’s move to the checkout counter.",FOLLOWER
"Let’s go to the register to pay.",FOLLOWER
"Time to head over to the checkout stand.",FOLLOWER
"Let’s proceed to the checkout area.",FOLLOWER
"We should go pay at the checkout stand now.",FOLLOWER
"Let’s make our way to the cashier.",FOLLOWER
"I’ll show you where the table is.",FOLLOWER
"Let me take you to the table.",FOLLOWER
"I’ll guide you to the table.",FOLLOWER
"Follow me I’ll show you the table.",FOLLOWER
"I’ll lead you to the table.",FOLLOWER
"Come with me I’ll show you the table.",FOLLOWER
"We’re going now.",FOLLOWER
"Let’s get going.",FOLLOWER
"It’s time for us to go.",FOLLOWER
"We’ll head out now.",FOLLOWER
"Let’s move on.",FOLLOWER
"We’re about to leave.",FOLLOWER
"Do you see a post office nearby?",LEADER
"Can you spot a post office around here?",LEADER
"Is there a post office somewhere close?",LEADER
"Could you tell if there’s a post office near here?",LEADER
"Do you notice any post office in this area?",LEADER
"Can you find a post office around here?",LEADER
"Please place them there.",LEADER
"Put those items there please.",LEADER
"Can you set them down right there please?",LEADER
"Please put them on that spot.",LEADER
"Place them over there if you would.",LEADER
"Set them down there please.",LEADER
"We’re going from door to door.",FOLLOWER
"We’re visiting each door one by one.",FOLLOWER
"We’re stopping at every door.",FOLLOWER
"We’re moving from one door to the next.",FOLLOWER
"We’ll be going door to door today.",FOLLOWER
"We’re making rounds from door to door.",FOLLOWER
"I’ll take you to her office follow me.",FOLLOWER
"Come with me I’ll show you her office.",FOLLOWER
"I’ll lead you to her office right this way.",FOLLOWER
"Follow me to her office it’s this way.",FOLLOWER
"I’ll bring you to her office now.",FOLLOWER
"Let me guide you to her office just this way.",FOLLOWER
"I’m looking for a restaurant recommendation here in Manhattan.",LEADER
"Can you suggest a good restaurant in Manhattan?",LEADER
"Where’s a nice place to eat around Manhattan?",LEADER
"Do you know any good restaurants nearby in Manhattan?",LEADER
"I’d like a suggestion for where to eat in Manhattan.",LEADER
"Can you recommend a place to dine here in Manhattan?",LEADER
"Let’s head over there and lay a blanket on the grass.",FOLLOWER
"Let’s go there and spread out a blanket on the lawn.",FOLLOWER
"Let’s move over there and put the blanket down on the grass.",FOLLOWER
"Let’s go and set a blanket on the lawn.",FOLLOWER
"Come on let’s put a blanket down over there.",FOLLOWER
"Let’s walk there and lay the blanket on the grass.",FOLLOWER
"Can you take me to the bank by car?",LEADER
"Would you mind driving me to the bank?",LEADER
"I need a ride to the bank can you drive me?",LEADER
"Could you give me a lift to the bank?",LEADER
"Can you take me over to the bank?",LEADER
"Would you drive me over to the bank please?",LEADER
"Can you tell me the way to go?",LEADER
"Please guide me where I should go.",LEADER
"Show me which way to go.",LEADER
"Tell me the direction I should take.",LEADER
"Please instruct me where to go.",LEADER
"Let me know where I need to go.",LEADER
"No. I just need directions please.",LEADER
"No. I only need help with directions.",LEADER
"No. what I need are directions please.",LEADER
"No. could you please just give me directions?",LEADER
"No. I’m asking for directions please.",LEADER
"No. please just tell me how to get there.",LEADER
"Go check inside the kitchen.",LEADER
"Please take a look in the kitchen.",LEADER
"Head to the kitchen and look there.",LEADER
"Go and see what’s in the kitchen.",LEADER
"Check in the kitchen for me please.",LEADER
"Go look around the kitchen area.",LEADER
"Where can we try the famous tea?",LEADER
"Do you know where we can have the famous tea?",LEADER
"Where’s the place that serves the famous tea?",LEADER
"Can you tell me where we can drink the famous tea?",LEADER
"Where’s the spot to enjoy that famous tea?",LEADER
"Where should we go to have the famous tea?",LEADER
"Shall we go together?",FOLLOWER
"How about if we go as a pair?",FOLLOWER
"Why don’t we go together?",FOLLOWER
"Let’s go there together.",FOLLOWER
"Maybe we can go together?",FOLLOWER
"What do you think about going together?",FOLLOWER
"Can you be my guide?",LEADER
"Would you guide me please?",LEADER
"I’d like you to be my guide.",LEADER
"Could you act as my guide?",LEADER
"Would you mind being my guide?",LEADER
"Please be my guide.",LEADER
"Let’s visit the Great Wall first.",FOLLOWER
"Why don’t we start by visiting the Great Wall?",FOLLOWER
"Maybe we should go to the Great Wall first.",FOLLOWER
"Let’s go see the Great Wall before anything else.",FOLLOWER
"I think we should visit the Great Wall first.",FOLLOWER
"How about starting with the Great Wall?",FOLLOWER
"I’m heading to the beauty salon.",FOLLOWER
"I’m going to the hair salon.",FOLLOWER
"I’ll be going to the beauty shop.",FOLLOWER
"I’m on my way to the salon.",FOLLOWER
"I’m going over to the beauty parlor now.",FOLLOWER
"I’m going to get my hair done at the beauty salon.",FOLLOWER
"Let’s head toward the Epcot Center now.",FOLLOWER
"Let’s begin walking to the Epcot Center.",FOLLOWER
"Time to start making our way to the Epcot Center.",FOLLOWER
"Let’s start heading over to the Epcot Center.",FOLLOWER
"Come on let’s walk to the Epcot Center.",FOLLOWER
"Let’s go ahead and walk to the Epcot Center.",FOLLOWER
"What’s our destination for today?",LEADER
"Where are we planning to go today?",LEADER
"Which place are we visiting today?",LEADER
"Where will we be going today?",LEADER
"What’s the plan for today’s visit?",LEADER
"Which location are we visiting today?",LEADER
"Could you tell me where the laundry room is in this hotel?",LEADER
"Do you know where the hotel laundry is located?",LEADER
"Can you show me where the laundry is in this hotel?",LEADER
"I’d like to know where the laundry is in this hotel.",LEADER
"Is there a laundry room here in the hotel?",LEADER
"Where can I find the laundry in this hotel?",LEADER
"Can you tell me how to reach the school clinic?",LEADER
"How do I get to the school clinic?",LEADER
"Could you give me directions to the school clinic?",LEADER
"Do you know the way to the school clinic?",LEADER
"Can you show me where the school clinic is?",LEADER
"I’d like to find the school clinic—how can I get there?",LEADER
"Excuse me do you know where Bob Rice’s office is?",LEADER
"Could you tell me how to find Bob Rice’s office?",LEADER
"Can you show me which office belongs to Bob Rice?",LEADER
"Where can I find Bob Rice’s office please?",LEADER
"Do you know the location of Bob Rice’s office?",LEADER
